,index,word,count,genres,title_occurrence,%_occurrence,mean_rating
0,285,new,55,Sport,43,17.551020408163264,6.920320827673192
1,3026,young,42,Sport,36,14.693877551020408,6.914561323046225
2,2914,get,41,Sport,33,13.46938775510204,6.697940628139658
3,1336,coach,34,Sport,32,13.061224489795919,6.77849674999397
4,2000,school,41,Sport,30,12.244897959183673,6.945287141324965
5,1633,high,39,Sport,30,12.244897959183673,7.144344638660155
6,739,baseball,38,Sport,30,12.244897959183673,6.929493268415761
7,3251,world,32,Sport,29,11.83673469387755,6.724152574139812
8,685,life,39,Sport,29,11.83673469387755,6.931703555353891
9,2955,football,40,Sport,28,11.428571428571429,6.816808438629274
10,1566,own,28,Sport,26,10.612244897959183,6.686696987320314
11,1068,he's,27,Sport,25,10.204081632653061,6.660097445798341
12,820,first,26,Sport,24,9.795918367346939,6.9578061916783165
13,749,story,26,Sport,23,9.387755102040817,6.860480488229792
14,2687,way,23,Sport,23,9.387755102040817,6.909711704727165
15,894,former,22,Sport,22,8.979591836734693,6.762189536787423
16,2901,star,21,Sport,21,8.571428571428571,6.329026257863166
17,2484,help,21,Sport,21,8.571428571428571,6.942576428028624
18,2643,other,20,Sport,20,8.16326530612245,6.830610258277107
19,80,league,25,Sport,20,8.16326530612245,6.571452217262781
20,6,years,21,Sport,19,7.755102040816326,6.817685150026136
21,1323,game,26,Sport,19,7.755102040816326,6.681045616002993
22,3371,big,22,Sport,18,7.346938775510204,6.887779937585925
23,3396,fight,23,Sport,18,7.346938775510204,7.04463969986538
24,2648,sports,21,Sport,17,6.938775510204081,7.036168273445288
25,3384,time,17,Sport,17,6.938775510204081,6.835410418661742
26,2102,man,19,Sport,17,6.938775510204081,6.966538040672305
27,2641,play,17,Sport,17,6.938775510204081,6.926995094720426
28,2668,it's,19,Sport,17,6.938775510204081,6.790498269928405
29,101,race,24,Sport,16,6.530612244897959,6.974234098344408
30,2379,film,18,Sport,16,6.530612244897959,7.089900445287246
31,281,professional,16,Sport,16,6.530612244897959,6.463671749408765
32,721,great,18,Sport,16,6.530612244897959,7.166342797253965
33,2973,decides,16,Sport,15,6.122448979591836,6.411000732954417
34,3197,relationship,15,Sport,14,5.714285714285714,6.372237260521997
35,3300,love,14,Sport,14,5.714285714285714,6.5544240785684265
36,2626,home,15,Sport,14,5.714285714285714,6.66327784981863
37,2498,champion,16,Sport,14,5.714285714285714,6.837664341511385
38,348,father,19,Sport,14,5.714285714285714,6.717740901216603
39,1187,college,17,Sport,14,5.714285714285714,6.975612654930903
40,939,basketball,19,Sport,14,5.714285714285714,6.569529359400947
41,1225,local,18,Sport,13,5.3061224489795915,6.631092703623281
42,197,players,15,Sport,13,5.3061224489795915,7.294968365389549
43,881,owner,13,Sport,13,5.3061224489795915,6.4473839042159415
44,3061,losing,14,Sport,13,5.3061224489795915,6.633615077024392
45,263,last,13,Sport,13,5.3061224489795915,6.382031520563985
46,2645,major,13,Sport,13,5.3061224489795915,6.310167670558657
47,2246,friends,13,Sport,13,5.3061224489795915,6.9875983173214
48,2,doesn't,17,Sport,13,5.3061224489795915,7.019803796208652
