,index,word,count,genres,title_occurrence,%_occurrence,mean_rating
0,10796,love,623,Romance,484,24.556062912227297,6.469363057894012
1,4015,new,495,Romance,383,19.431760527650937,6.659414246375178
2,3144,young,420,Romance,358,18.163368848300355,6.452132446586961
3,11735,life,420,Romance,325,16.489091831557584,6.568838295217589
4,5901,man,280,Romance,235,11.922881785895484,6.540965797155763
5,5392,meets,256,Romance,232,11.770674784373414,6.457905821680754
6,14070,woman,230,Romance,202,10.248604769152715,6.420370255005267
7,13728,other,232,Romance,199,10.096397767630645,6.591457793573534
8,4570,first,222,Romance,197,9.994926433282597,6.576261967464315
9,4502,story,223,Romance,185,9.386098427194318,6.5656841442134075
10,5317,own,200,Romance,175,8.878741755454085,6.497296376466699
11,681,family,214,Romance,166,8.422120750887874,6.633788707250357
12,7379,years,181,Romance,161,8.168442415017758,6.61155577652872
13,9933,help,180,Romance,161,8.168442415017758,6.641837484915408
14,13117,wife,174,Romance,158,8.016235413495687,6.476324783521801
15,10896,time,181,Romance,155,7.864028411973617,6.673514593894546
16,5132,friend,162,Romance,153,7.762557077625571,6.457871699433044
17,14068,decides,166,Romance,151,7.661085743277524,6.565375204853619
18,4836,he's,195,Romance,150,7.610350076103501,6.3185874429647075
19,278,fall,151,Romance,143,7.255200405885337,6.4980183037372985
20,11165,become,153,Romance,141,7.153729071537291,6.621072985363867
21,3362,relationship,165,Romance,141,7.153729071537291,6.446485694485694
22,13313,friends,153,Romance,141,7.153729071537291,6.634191248451198
23,5429,old,159,Romance,138,7.001522070015221,6.567329797089995
24,7083,world,149,Romance,136,6.900050735667174,6.540630669547448
25,6497,way,137,Romance,132,6.69710806697108,6.611178687176777
26,13054,mother,152,Romance,131,6.646372399797057,6.516615857281082
27,2260,girl,142,Romance,128,6.494165398274987,6.587053530691212
28,13713,home,129,Romance,124,6.291222729578894,6.523339383742502
29,3018,daughter,141,Romance,124,6.291222729578894,6.534823792764117
30,3259,tries,133,Romance,120,6.0882800608828,6.460625310936511
31,2101,school,147,Romance,117,5.936073059360731,6.588377428982702
32,2776,it's,128,Romance,117,5.936073059360731,6.579364867431352
33,5495,son,135,Romance,114,5.783866057838661,6.523295449281349
34,12697,marriage,130,Romance,112,5.682394723490614,6.427691850586266
35,1854,town,148,Romance,112,5.682394723490614,6.576659268483572
36,8738,job,132,Romance,111,5.6316590563165905,6.554632265925566
37,2838,beautiful,113,Romance,108,5.47945205479452,6.582490711429722
38,10683,york,125,Romance,107,5.428716387620497,6.642092567504769
39,3164,marry,128,Romance,106,5.377980720446474,6.456778703951342
40,12636,work,111,Romance,104,5.276509386098427,6.568117322418309
41,9101,high,128,Romance,103,5.225773718924404,6.636090872983281
42,7604,much,109,Romance,103,5.225773718924404,6.667112591281939
43,7524,come,109,Romance,99,5.0228310502283104,6.549755006106661
