,index,word,count,genres,title_occurrence,%_occurrence,mean_rating
0,538,new,149,Fantasy,121,19.611021069692057,6.584932512603287
1,5816,young,108,Fantasy,102,16.53160453808752,6.464218789316871
2,4766,help,101,Fantasy,92,14.910858995137763,6.740947493845966
3,1364,life,99,Fantasy,72,11.66936790923825,6.6702720347382884
4,2756,evil,73,Fantasy,66,10.696920583468396,6.277663558658006
5,5165,way,68,Fantasy,64,10.372771474878444,6.64726606991232
6,4074,man,71,Fantasy,62,10.048622366288493,6.355097234634513
7,5,years,59,Fantasy,57,9.238249594813615,6.767477064750962
8,6285,world,67,Fantasy,57,9.238249594813615,6.705037674083113
9,5088,other,57,Fantasy,52,8.427876823338735,6.641333634678857
10,3262,old,64,Fantasy,51,8.26580226904376,6.371893541550497
11,6554,time,58,Fantasy,48,7.779578606158833,6.493781635411526
12,1500,story,69,Fantasy,48,7.779578606158833,6.5087715854369
13,1214,family,60,Fantasy,47,7.6175040518638575,6.702387117321938
14,271,become,50,Fantasy,46,7.455429497568882,6.351229507645311
15,1044,mysterious,51,Fantasy,46,7.455429497568882,6.508076391892375
16,5133,it's,48,Fantasy,44,7.13128038897893,6.4364045712720355
17,3071,own,48,Fantasy,44,7.13128038897893,6.38858088882964
18,6451,discovers,47,Fantasy,44,7.13128038897893,6.442643908637098
19,1652,first,47,Fantasy,44,7.13128038897893,6.6406866623885525
20,3203,meets,44,Fantasy,43,6.9692058346839545,6.465434329109847
21,3413,make,49,Fantasy,43,6.9692058346839545,6.492386589927826
22,4196,girl,48,Fantasy,41,6.645056726094003,6.6206029664659045
23,3513,people,48,Fantasy,41,6.645056726094003,6.703806533729888
24,4883,boy,47,Fantasy,40,6.482982171799027,6.349874601751902
25,3430,town,47,Fantasy,39,6.3209076175040515,6.600328274604958
26,320,good,40,Fantasy,37,5.996758508914101,6.336579492206754
27,2115,he's,50,Fantasy,36,5.834683954619125,6.466336122937205
28,5725,woman,43,Fantasy,36,5.834683954619125,6.141506243487331
29,2362,stop,36,Fantasy,35,5.672609400324149,6.476649709271585
30,3747,death,39,Fantasy,35,5.672609400324149,6.667724230500001
31,2699,friend,35,Fantasy,34,5.510534846029174,6.53278919024438
32,5059,home,36,Fantasy,33,5.348460291734198,6.522748412834403
33,4064,same,36,Fantasy,33,5.348460291734198,6.864368599809882
34,5581,daughter,33,Fantasy,32,5.186385737439222,6.183507954130791
35,4341,friends,34,Fantasy,32,5.186385737439222,6.650597446915519
36,5026,power,35,Fantasy,31,5.024311183144246,6.567659354830777
37,2830,things,33,Fantasy,31,5.024311183144246,6.630538550865668
38,5737,next,36,Fantasy,31,5.024311183144246,6.569325437302433
39,3396,son,34,Fantasy,31,5.024311183144246,6.43223584006285
40,4398,little,34,Fantasy,31,5.024311183144246,6.547540004470314
